p,ct,sa,gl_sf_mask,ml_sf_mask
615,7.384875520524382,34.99475573701784,True,True
616,7.373673153399876,34.994034186948575,True,True
617,7.372444257526901,34.983132921872304,True,True
618,7.321554780347449,34.98229170510029,True,True
619,7.306141617596565,34.979169396478554,True,True
620,7.294540972642118,34.97689636279193,True,True
621,7.249716233171748,34.97480957788022,True,True
622,7.239741228951411,34.97480957788022,True,True
623,7.239468082851342,34.97480957788022,True,True
624,7.239340608149073,34.97444890554637,True,True
625,7.239340608149073,34.97444890554637,True,True
626,7.216884591925169,34.97229527191599,True,True
627,7.174806870290225,34.96582181674438,True,True
628,7.174806870290225,34.96582181674438,True,True
629,7.174806870290225,34.96582181674438,True,True
630,7.17313654538809,34.96582181674438,True,True
631,7.17313654538809,34.96582181674438,True,True
632,7.156387597750868,34.96266260076914,True,True
