p,ct,sa,sigma1,alpha_smooth,beta_smooth,turner_ang,density_ratio,mixed_layer_final_mask,mixed_layer_temp_mask,mixed_layer_sal_mask,mixed_layer_sigma_mask,mixed_layer_mask,gradient_layer_final_mask,mixed_layer_step1_mask,grad_layer_step2_mask,grad_layer_step3_mask,grad_layer_step4_mask,mixed_layer_salt_finger_mask,gradient_layer_salt_finger_mask,mixed_layer_diffusive_convective_mask,gradient_layer_diffusive_convective_mask
369.0,14.136589,39.005745,33.43811141708602,0.00022059419701768787,0.0007388753136836708,66.76097252932918,2.5051257905573903,True,False,False,False,False,True,False,True,True,True,True,True,True,True
370.0,14.135176,39.005547,33.43829910670979,0.00022059656295079813,0.0007388686879197151,67.36110440236943,2.4308644181393766,True,False,False,False,False,True,False,True,True,True,True,True,True,True
371.0,14.133762,39.005352,33.4384896658612,0.00022059904617721473,0.000738862034737385,67.82541324134444,2.3759554572901878,True,False,False,False,False,True,False,True,True,True,True,True,True,True
372.0,14.132349,39.005154,33.43867731876185,0.00022060164664503736,0.0007388553541430199,68.14053809232428,2.3398783580484843,True,False,False,False,False,True,False,True,True,True,True,True,True,True
373.0,14.130936,39.00496,33.43886784121332,0.00022060436429881852,0.0007388486461475062,68.41559911365616,2.309138612049235,True,False,False,False,False,True,False,True,True,True,True,True,True,True
374.0,14.129521,39.00476,33.439055685309995,0.00022060719920617488,0.0007388419107340681,68.69032768736528,2.2791088725093394,True,False,False,False,False,True,True,True,True,True,True,True,True,True
375.0,14.128108,39.004566,33.4392461710479,0.00022061015131148002,0.000738835147913659,68.96097278056018,2.250160438930086,True,False,False,False,False,True,False,True,True,True,True,True,True,True
376.0,14.12614,39.00426,33.43948552256029,0.00022061321608287898,0.000738828358749669,69.21998935746427,2.223026310402102,True,False,False,False,False,True,False,True,True,True,True,True,True,True
377.0,14.12417,39.003952,33.43972217808391,0.00022061631019725528,0.0007388215627939177,69.48241957624924,2.196085171360246,True,False,False,False,False,True,False,True,True,True,True,True,True,True
378.0,14.122202,39.003647,33.43996145778647,0.00022061941729242424,0.0007388147638804042,69.74101420638813,2.1700627598581064,True,False,False,False,False,True,False,True,True,True,True,True,True,True
379.0,14.120233,39.003338,33.44019804142977,0.00022062253732463185,0.0007388079620191535,69.99214208480315,2.145275017279713,True,False,False,False,False,True,False,True,True,True,True,True,True,True
380.0,14.118264,39.003033,33.44043724931612,0.0002206256704547664,0.000738801157174843,70.23940957669474,2.1213195990357847,True,False,False,False,False,True,False,True,True,True,True,True,True,True
381.0,14.116296,39.002728,33.440676421309036,0.00022062881651766425,0.0007387943493828896,70.37349101790062,2.108512267243644,True,False,False,False,False,True,False,True,True,True,True,True,True,True
382.0,14.1143265,39.00242,33.440912897138105,0.00022063197551119086,0.000738787538643359,70.38350225625766,2.1075610739031343,True,False,False,False,False,True,False,True,True,True,True,True,True,True
383.0,14.112358,39.002113,33.44115199730663,0.00022063514755632467,0.0007387807249286351,70.37618242267416,2.108256481123905,True,False,False,False,False,True,False,True,True,True,True,True,True,True
384.0,14.11039,39.001804,33.44138817348289,0.00022063833252780967,0.0007387739082664313,70.37240093740357,2.108615880890477,True,False,False,False,False,True,False,True,True,True,True,True,True,True
385.0,14.108361,39.001503,33.44164443767659,0.000220641530465116,0.0007387670886468296,70.37215835972351,2.1086389393626335,True,False,False,False,False,True,False,True,True,True,True,True,True,True
386.0,14.106095,39.00121,33.44196314321812,0.0002206447389097661,0.000738760266660567,70.37179028941169,2.1086739274529367,True,True,False,False,True,True,True,True,True,True,True,True,True,True
387.0,14.103829,39.00092,33.442284689919916,0.00022064788007597298,0.000738753460806914,70.36800838392003,2.109033483384159,True,True,False,False,True,True,True,True,True,True,True,True,True,True
388.0,14.101563,39.000626,33.442603301496774,0.00022065095405289278,0.0007387466710675007,70.36081203905249,2.1097179358088156,True,True,False,False,True,True,True,True,True,True,True,True,True,True
389.0,14.099297,39.00033,33.442922093743846,0.00022065396080655188,0.0007387398974516309,70.36056907658008,2.1097410505717837,True,True,False,False,True,True,True,True,True,True,True,True,True,True
390.0,14.097031,39.000042,33.443243499518985,0.00022065690034454865,0.0007387331399586512,70.35631551696567,2.1101457892251156,True,True,False,False,True,True,True,True,True,True,True,True,True,True
391.0,14.094765,38.99975,33.44356197010461,0.000220659772676154,0.0007387263985856396,70.41058855591628,2.104991043520152,True,True,False,False,True,True,True,True,True,True,True,True,True,True
392.0,14.092499,38.99946,33.44388328193713,0.000220662577725713,0.000738719673351907,70.54021598229059,2.0927620582422906,True,True,False,False,True,True,True,True,True,True,True,True,True,True
393.0,14.090233,38.999165,33.44420165853762,0.00022066531558221709,0.0007387129642391188,70.67137872070073,2.080505537182576,True,True,False,False,True,True,True,True,True,True,True,True,True,True
394.0,14.087967,38.99887,33.4445199881327,0.0002206679862947287,0.0007387062712366829,70.79971773001678,2.0686253629004665,True,True,False,False,True,True,True,True,True,True,True,True,True,True
395.0,14.085701,38.99858,33.44484115902628,0.0002206705897892051,0.0007386995943616506,70.9217366764625,2.0574318795002875,True,False,False,False,False,True,False,True,True,True,True,True,True,True
396.0,14.084378,38.998375,33.44500079415616,0.00022067311222045586,0.0007386929368944645,71.0409609903426,2.046589106416873,True,False,False,False,False,True,False,True,True,True,True,True,True,True
397.0,14.083159,38.998177,33.44514138917975,0.00022067542851975515,0.0007386863284540657,71.16086915027546,2.0357768915488994,True,False,False,False,False,True,False,True,True,True,True,True,True,True
398.0,14.081941,38.997982,33.44528485872024,0.00022067753867037357,0.0007386797690465274,71.27819840667942,2.0252860281067315,True,False,False,False,False,True,False,True,True,True,True,True,True,True
399.0,14.080723,38.997784,33.445425198601924,0.0002206794427350693,0.0007386732586625948,71.39314958455834,2.015091847773233,True,False,False,False,False,True,False,True,True,True,True,True,True,True
400.0,14.079504,38.99759,33.44556864053834,0.00022068114069653455,0.0007386667973084994,71.50568173562446,2.005191722244762,True,False,False,False,False,True,False,True,True,True,True,True,True,True
401.0,14.078285,38.997395,33.44571206867249,0.00022068263265852812,0.0007386603849651768,71.58045054890827,1.998656873245432,True,False,False,False,False,True,False,True,True,True,True,True,True,True
402.0,14.077066,38.997196,33.44585259462383,0.00022068391852000658,0.0007386540216589688,71.61331272590735,1.9957954675079443,True,False,False,False,False,True,False,True,True,True,True,True,True,True
403.0,14.075849,38.997,33.44599576767587,0.00022068499838583875,0.0007386477073687175,71.64332482596907,1.9931879436571258,True,False,False,False,False,True,False,True,True,True,True,True,True,True
404.0,14.07463,38.996803,33.44613626599994,0.00022068587223587194,0.0007386414421032616,71.67062190343742,1.9908210313107235,True,False,False,False,False,True,False,True,True,True,True,True,True,True
405.0,14.073411,38.99661,33.44627963891139,0.00022068654013281412,0.0007386352258515612,71.69838433741859,1.988418369131187,True,False,False,False,False,True,False,True,True,True,True,True,True,True
406.0,14.07195,38.996407,33.44647498936911,0.00022068700209750772,0.0007386290586126532,71.73305437307413,1.9854243910681504,True,False,False,False,False,True,False,True,True,True,True,True,True,True
407.0,14.070384,38.996204,33.4466953363974,0.00022068706366586965,0.0007386229865587852,71.76527050080713,1.982648764559576,True,False,False,False,False,True,False,True,True,True,True,True,True,True
408.0,14.068818,38.996002,33.446915660973445,0.0002206867894283693,0.0007386169944378983,71.79471930143495,1.9801169695845289,True,False,False,False,False,True,False,True,True,True,True,True,True,True
409.0,14.067252,38.9958,33.447135963096116,0.00022068617942077942,0.0007386110822445919,71.8244370087098,1.977567274803438,True,False,False,False,False,True,False,True,True,True,True,True,True,True
410.0,14.065686,38.995594,33.44735335428709,0.00022068523363149935,0.0007386052499904582,71.86956167134879,1.9737056920503357,True,False,False,False,False,True,False,True,True,True,True,True,True,True
411.0,14.06412,38.99539,33.447573611488,0.00022068395213466368,0.0007385994976628445,71.93762086606668,1.9679041200632243,True,False,False,False,False,True,False,True,True,True,True,True,True,True
412.0,14.062554,38.99519,33.44779384623416,0.00022068233495872063,0.0007385938252638147,72.01652072391508,1.9612123121775706,True,False,False,False,False,True,False,True,True,True,True,True,True,True
413.0,14.060989,38.994987,33.4480138311842,0.00022068038209315427,0.0007385882328011161,72.09570623157933,1.9545325207732753,True,False,False,False,False,True,False,True,True,True,True,True,True,True
414.0,14.059423,38.99478,33.44823113249936,0.00022067809368790772,0.0007385827202496156,72.16846670015843,1.9484264576228982,True,False,False,False,False,True,False,True,True,True,True,True,True,True
415.0,14.0578575,38.99458,33.44845129987516,0.00022067546964949753,0.000738577287635191,72.2483521653325,1.9417571693832107,True,False,False,False,False,True,False,True,True,True,True,True,True,True
416.0,14.055626,38.9942,33.448697224634316,0.00022067251004490206,0.000738571934950845,72.32839588783486,1.9351107901651228,True,True,False,False,True,True,True,True,True,True,True,True,True,True
417.0,14.053321,38.993805,33.4489461601579,0.00022066954653114429,0.0007385665834903934,72.40873042123725,1.928476297608029,True,True,False,False,True,True,True,True,True,True,True,True,True,True
418.0,14.051016,38.99341,33.44919504599011,0.00022066662627293646,0.0007385612220755883,72.4893570646098,1.921853657482538,True,True,False,False,True,True,True,True,True,True,True,True,True,True
419.0,14.048712,38.99301,33.44944365489391,0.00022066374922823022,0.0007385558507116692,72.56683625631112,1.9155232113644316,True,True,False,False,True,True,True,True,True,True,True,True,True,True
420.0,14.046407,38.99262,33.44969532999994,0.00022066091535162842,0.0007385504694083887,72.65695184629857,1.9082014362294029,True,True,False,False,True,True,True,True,True,True,True,True,True,True
421.0,14.044102,38.99222,33.44994406678461,0.0002206581247190532,0.0007385450781501161,72.77480198396222,1.8986923194882772,True,True,False,False,True,True,True,True,True,True,True,True,True,True
422.0,14.041797,38.991825,33.45019275386903,0.0002206553772468671,0.000738539676952068,72.89943388139828,1.8887164681115252,True,True,False,False,True,True,True,True,True,True,True,True,True,True
423.0,14.039492,38.99143,33.45044139125116,0.00022065267297108267,0.000738534265806332,73.01890110261553,1.8792306548472162,True,True,False,False,True,True,True,True,True,True,True,True,True,True
424.0,14.037187,38.99103,33.45068997892827,0.00022065001192936212,0.0007385288447027465,73.14078257175494,1.8696294490278251,True,True,False,False,True,True,True,True,True,True,True,True,True,True
425.0,14.034882,38.990635,33.450938516898304,0.00022064739403471125,0.0007385234136610488,73.26165897473713,1.8601825498038573,False,False,False,False,False,True,False,True,True,True,False,True,True,True
426.0,14.033493,38.990395,33.45108719977884,0.000220644819024006,0.0007385179727544701,73.38181015815314,1.8508655247593038,False,False,False,False,False,True,False,True,True,True,False,True,True,True
427.0,14.032332,38.99019,33.45120758793087,0.000220642305982734,0.0007385125175649092,73.4977607114215,1.8419425554346098,False,False,False,False,False,True,False,True,True,True,False,True,True,True
428.0,14.031172,38.989986,33.45133085222028,0.0002206398605755912,0.0007385070467554316,73.6160941841678,1.8329045350734539,False,False,False,False,False,True,False,True,True,True,False,True,True,True
429.0,14.030011,38.989784,33.45145410389364,0.00022063748287996522,0.0007385015603059053,73.7302740020137,1.8242483919877037,False,False,False,False,False,True,False,True,True,True,False,True,True,True
430.0,14.028851,38.989582,33.45157734295026,0.00022063517272726481,0.0007384960582515199,73.84379157813514,1.8157046203403293,False,False,False,False,False,True,False,True,True,True,False,True,True,True
431.0,14.02769,38.989376,33.451697680586676,0.0002206329302330502,0.0007384905405667338,74.09674764245209,1.7968854182543803,False,False,False,False,False,True,False,True,True,True,False,True,True,True
432.0,14.02653,38.989174,33.45182066735356,0.00022063075535164425,0.0007384850072590885,74.49173637638566,1.76808896693799,False,False,False,False,False,True,False,True,True,True,False,True,True,True
433.0,14.02537,38.98897,33.45194386855883,0.0002206286480356905,0.0007384794583384165,74.88918262997753,1.7398133336734787,False,False,False,False,False,True,False,True,True,True,False,True,True,True
434.0,14.024209,38.98877,33.45206705714577,0.00022062660832087956,0.0007384738937946149,75.27173964286995,1.7132342328416763,False,False,False,False,False,True,False,True,True,True,False,True,True,True
435.0,14.023048,38.988564,33.45218734427203,0.000220624636241222,0.0007384683136198431,75.64019873901853,1.6882032695517826,False,False,False,False,False,True,False,True,True,True,False,True,True,True
436.0,14.020999,38.988262,33.45244696338682,0.00022062273171103079,0.0007384627178294086,75.9980139175077,1.664410165933729,False,False,False,False,False,True,False,True,True,True,False,True,True,True
437.0,14.018949,38.987957,33.45270388177005,0.00022062060921711825,0.0007384571741450252,76.35130889344018,1.6413980125601249,False,False,False,False,False,True,False,True,True,True,False,True,True,True
438.0,14.016899,38.987656,33.45296342317852,0.0002206182370888363,0.0007384516900825642,76.69459256994944,1.6194798337284328,False,False,False,False,False,True,False,True,True,True,False,True,True,True
439.0,14.014849,38.987354,33.4532231526955,0.0002206156152653201,0.0007384462656600815,77.02264090566476,1.59892823150749,False,False,False,False,False,True,False,True,True,True,False,True,True,True
440.0,14.012799,38.98705,33.453479727478,0.00022061274384812542,0.0007384409008604095,77.33205306008533,1.5798860547996871,False,False,False,False,False,True,False,True,True,True,False,True,True,True
441.0,14.010749,38.986748,33.4537393792441,0.0002206096228154378,0.0007384355956941388,77.51657365689617,1.5686840435105047,False,False,False,False,False,True,False,True,True,True,False,True,True,True
442.0,14.008699,38.986443,33.453995876272984,0.00022060625218818774,0.0007384303501597563,77.58505538501454,1.5645553612444834,False,False,False,False,False,True,False,True,True,True,False,True,True,True
443.0,14.006649,38.98614,33.454255450281835,0.00022060263202513654,0.0007384251642504522,77.64665519966793,1.5608547512598112,False,False,False,False,False,True,False,True,True,True,False,True,True,True
444.0,14.0046,38.985836,33.45451186955006,0.00022059876230484226,0.0007384200379749155,77.7077405413013,1.5571972927690323,False,False,False,False,False,True,False,True,True,True,False,True,True,True
445.0,14.002612,38.985535,33.454756394238075,0.00022059464312511673,0.0007384149713188789,77.77099448255025,1.5534227667568208,False,False,False,False,False,True,False,True,True,True,False,True,True,True
446.0,14.001189,38.985237,33.45486948950497,0.000220590274423784,0.0007384099642990054,77.83384908645834,1.5496848724415249,False,False,False,False,False,True,False,True,True,True,False,True,True,True
447.0,13.999766,38.984943,33.45498545452392,0.00022058578654478444,0.0007384049860029312,77.89618183264075,1.5459905425990685,False,False,False,False,False,True,False,True,True,True,False,True,True,True
448.0,13.998344,38.984646,33.45509828441618,0.0002205812121290227,0.0007384000286903539,77.95536187539719,1.54249454869721,False,False,False,False,False,True,False,True,True,True,False,True,True,True
449.0,13.996922,38.98435,33.45521132183421,0.00022057655109923284,0.000738395092381684,78.01405851834451,1.5390380974244946,False,False,False,False,False,True,False,True,True,True,False,True,True,True
450.0,13.995499,38.98405,33.45532433996004,0.00022057180346276518,0.0007383901770751629,78.0885370358094,1.534667960585538,False,False,False,False,False,True,False,True,True,True,False,True,True,True
451.0,13.994076,38.983757,33.45544022788408,0.00022056696930670023,0.0007383852827536148,78.21680987892663,1.5271820888425205,False,False,False,False,False,True,False,True,True,True,False,True,True,True
452.0,13.992653,38.98346,33.455553207436424,0.0002205620485552446,0.0007383804094352496,78.37406956552532,1.5180741227188856,False,False,False,False,False,True,False,True,True,True,False,True,True,True
453.0,13.99123,38.983162,33.45566616769429,0.0002205570412139653,0.0007383755571206001,78.52069668473088,1.5096500738967504,False,False,False,False,False,True,False,True,True,True,False,True,True,True
454.0,13.989807,38.98287,33.45578199778538,0.00022055194736978704,0.0007383707257925473,78.66157639453748,1.501617314648639,False,False,False,False,False,True,False,True,True,True,False,True,True,True
455.0,13.988384,38.98257,33.455894919466346,0.00022054676698665966,0.0007383659154616306,78.79693415146177,1.4939550881687866,False,False,False,False,False,True,False,True,True,True,False,True,True,True
456.0,13.985842,38.981964,33.456039948203625,0.00022054150011150778,0.0007383611261184696,78.92697650918052,1.4866445222691598,True,True,False,False,True,False,True,False,False,False,True,False,True,True
457.0,13.983298,38.981354,33.456182251969494,0.0002205363059720191,0.0007383563200042948,79.05212154613807,1.4796557008682185,True,True,False,False,True,False,True,False,False,False,True,False,True,True
458.0,13.980755,38.980747,33.45632738238555,0.00022053121519358565,0.0007383514898601073,79.17486077107479,1.4728449751351722,True,True,False,False,True,False,True,False,False,False,True,False,True,True
459.0,13.978211,38.98014,33.45647245028749,0.00022052622768649723,0.0007383466357050579,79.2932580793828,1.4663157808197163,True,True,False,False,True,False,True,False,False,False,True,False,True,True
460.0,13.975669,38.979534,33.456617229063795,0.00022052134348711256,0.0007383417575261443,79.39870935906958,1.4605337405999328,True,True,False,False,True,False,True,False,False,False,True,False,True,True
461.0,13.973125,38.978928,33.45676217194978,0.00022051656258698828,0.000738336855324893,79.51450668520775,1.4542201148804417,True,True,False,False,True,False,True,False,False,False,True,False,True,True
462.0,13.970582,38.978317,33.45690416302,0.0002205118848978175,0.0007383319291182581,79.65001075065713,1.4468789753354216,True,True,False,False,True,False,True,False,False,False,True,False,True,True
463.0,13.9680395,38.97771,33.45704875429078,0.00022050731053553814,0.0007383269788778835,79.783290190281,1.43970720461775,True,True,False,False,True,False,True,False,False,False,True,False,True,True
464.0,13.965496,38.977104,33.4571935095953,0.00022050283945160035,0.0007383220046130722,79.91844541639128,1.4324833867902305,True,True,False,False,True,False,True,False,False,False,True,False,True,True
465.0,13.962943,38.97651,33.45734913541219,0.00022049847155748725,0.0007383170063408321,80.05358601489104,1.425308998450824,True,True,False,False,True,False,True,False,False,False,True,False,True,True
466.0,13.960298,38.976,33.45759312217547,0.0002204942056408738,0.0007383119843520927,80.18860137741159,1.418189268268948,True,True,False,False,True,False,True,False,False,False,True,False,True,True
467.0,13.957651,38.975494,33.45783726919581,0.00022048974228833197,0.0007383070097087992,80.323379644327,1.4111293448330104,True,True,False,False,True,False,True,False,False,False,True,False,True,True
468.0,13.955006,38.97499,33.458084012967674,0.00022048508155326645,0.0007383020824043859,80.45605866596108,1.4042250154845868,True,True,False,False,True,False,True,False,False,False,True,False,True,True
469.0,13.95236,38.974483,33.45832780113483,0.00022048022353191444,0.0007382972024200958,80.58861722258801,1.3973716508559353,True,True,False,False,True,False,True,False,False,False,True,False,True,True
470.0,13.949715,38.97398,33.45857441256635,0.0002204751681143485,0.0007382923697848846,80.72087757406965,1.3905777253190734,True,True,False,False,True,False,True,False,False,False,True,False,True,True
471.0,13.947069,38.973473,33.45881806834109,0.00022046991539467948,0.0007382875844824259,80.83099297702626,1.3849545255662101,True,True,False,False,True,False,True,False,False,False,True,False,True,True
472.0,13.944424,38.972965,33.45906165790325,0.00022046446534385698,0.000738282846524133,80.91935480295717,1.380463807326843,True,True,False,False,True,False,True,False,False,False,True,False,True,True
473.0,13.941778,38.97246,33.45930807078662,0.00022045881801555976,0.000738278155901577,81.00531118112072,1.3761136482511336,True,True,False,False,True,False,True,False,False,False,True,False,True,True
474.0,13.939133,38.971954,33.45955152793522,0.00022045297334030755,0.0007382735126340076,81.08709846577935,1.3719911260387794,True,True,False,False,True,False,True,False,False,False,True,False,True,True
475.0,13.936394,38.97141,33.45978819742163,0.0002204469314925498,0.0007382689166877646,81.16692952495966,1.367982751476167,True,True,False,False,True,False,True,False,False,False,True,False,True,True
476.0,13.933282,38.970707,33.459994782949025,0.0002204406923623722,0.0007382643680899851,81.2466878816558,1.3639932576711433,True,True,True,False,True,False,True,False,False,False,True,False,True,True
477.0,13.93017,38.970005,33.46020127536872,0.00022043430366559125,0.0007382598555820741,81.32637172772458,1.3600225910495398,True,True,True,False,True,False,True,False,False,False,True,False,True,True
478.0,13.927058,38.969303,33.460407674675935,0.00022042776553193275,0.0007382553791400983,81.40225859601665,1.3562550679775518,True,True,True,False,True,False,True,False,False,False,True,False,True,True
479.0,13.923947,38.968605,33.46061664439367,0.00022042107784836629,0.0007382509387909371,81.47633087108707,1.3525906642953158,True,True,True,False,True,False,True,False,False,False,True,False,True,True
480.0,13.9208355,38.967903,33.46082285751049,0.00022041424070440844,0.0007382465345184732,81.54875620296862,1.3490201060821205,True,True,True,False,True,False,True,False,False,False,True,False,True,True
481.0,13.917724,38.9672,33.46102897749665,0.0002204072541080278,0.0007382421663242835,81.79283674207174,1.337076065431898,True,True,True,False,True,False,True,False,False,False,True,False,True,True
482.0,13.914613,38.9665,33.461234778266316,0.0002204001179856446,0.0007382378342276927,82.1715274572696,1.3188117041251723,True,True,True,False,True,False,True,False,False,False,True,False,True,True
483.0,13.911501,38.965797,33.46144071200001,0.00022039283246623104,0.0007382335382050077,82.50842937592269,1.3028284598830342,True,True,True,False,True,False,True,False,False,False,True,False,True,True
484.0,13.90839,38.965096,33.461646326559276,0.00022038539747748183,0.0007382292782733525,82.81290386474132,1.288592879920092,True,True,True,False,True,False,True,False,False,False,True,False,True,True
485.0,13.905519,38.964455,33.461841359699974,0.0002203778130251839,0.0007382250544367837,83.08701037879092,1.2759429078579763,True,True,False,False,True,False,True,False,False,False,True,False,True,True
486.0,13.903607,38.964058,33.461993703406506,0.00022037008173160473,0.0007382208660662262,83.33528047506897,1.2646178526859537,False,False,False,False,False,True,False,True,True,True,False,True,True,True
487.0,13.901697,38.96366,33.46214578629974,0.00022036242285634322,0.0007382166609091745,83.5600444589361,1.2544715791164132,False,False,False,False,False,True,False,True,True,True,False,True,True,True
488.0,13.899786,38.96327,33.46230095022611,0.00022035485962333757,0.0007382124334304739,83.76427565564852,1.2453384126224416,False,False,False,False,False,True,False,True,True,True,False,True,True,True
489.0,13.897875,38.96287,33.46245318942374,0.00022034739206757624,0.0007382081836211589,83.95289798236516,1.2369750079302086,False,False,False,False,False,True,False,True,True,True,False,True,True,True
490.0,13.895965,38.962475,33.4626051678531,0.00022034002018564043,0.0007382039114776903,84.13175304128899,1.2291073551718354,False,False,False,False,False,True,False,True,True,True,False,True,True,True
491.0,13.894053,38.96208,33.4627573373657,0.00022033274393100342,0.0007381996170088031,84.25574012768706,1.2236886368243756,False,False,False,False,False,True,False,True,True,True,False,True,True,True
492.0,13.892142,38.96168,33.46290947202556,0.00022032556333847827,0.0007381953002055914,84.32266291531164,1.2207757620374182,False,False,False,False,False,True,False,True,True,True,False,True,True,True
493.0,13.890232,38.96129,33.46306423594183,0.00022031847836298686,0.0007381909610745541,84.3834051359174,1.2181390845003044,False,False,False,False,False,True,False,True,True,True,False,True,True,True
494.0,13.888321,38.96089,33.46321630092507,0.0002203114889578295,0.000738186599624489,84.44638566915901,1.2154124284835162,False,False,False,False,False,True,False,True,True,True,False,True,True,True
495.0,13.8863125,38.960464,33.463368246110804,0.0002203045951991239,0.0007381822158365638,84.50961964606066,1.2126821198227027,True,True,False,False,True,True,True,False,True,True,True,True,True,True
496.0,13.883428,38.95977,33.46352537263169,0.00022029779704161223,0.0007381778097173318,84.57423149213304,1.2098998562557788,True,True,True,False,True,True,True,False,True,True,True,True,True,True
497.0,13.880542,38.959076,33.46368264427133,0.00022029106220601376,0.00073817338903926,84.64027263835322,1.2070638803078886,True,True,True,False,True,True,True,False,True,True,True,True,True,True
498.0,13.877657,38.95838,33.46383960943194,0.00022028438612822586,0.000738168954897172,84.7078673791264,1.2041693494135637,True,True,True,False,True,True,True,False,True,True,True,True,True,True
499.0,13.874771,38.957687,33.463996719651504,0.00022027776872516982,0.0007381645073058007,84.77693244020578,1.2012203386718467,True,True,True,False,True,True,True,False,True,True,True,True,True,True
500.0,13.871886,38.956993,33.46415352343274,0.00022027120999203412,0.0007381600462667633,84.84190852099063,1.1984537096298897,True,True,True,False,True,True,True,False,True,True,True,True,True,True
501.0,13.869,38.9563,33.464310472212674,0.00022026471000848255,0.0007381555717594457,84.8716361557019,1.1971904372230762,True,True,True,False,True,True,True,False,True,True,True,True,True,True
502.0,13.866116,38.9556,33.464464224410676,0.0002202582686898139,0.0007381510838008924,84.86530693757173,1.1974592650803801,True,True,True,False,True,True,True,False,True,True,True,True,True,True
503.0,13.86323,38.954906,33.46462101170732,0.00022025188611254763,0.000738146582375067,84.85338103061179,1.1979660005825827,True,True,True,False,True,True,True,False,True,True,True,True,True,True
504.0,13.860345,38.954212,33.4647774926475,0.0002202455621520184,0.0007381420675067191,84.84321718162926,1.1983980651953872,True,True,True,False,True,True,True,False,True,True,True,True,True,True
505.0,13.85746,38.953518,33.464933892884346,0.00022023929688624904,0.0007381375391775431,84.83245284131036,1.1988558570079746,True,True,True,False,True,True,True,False,True,True,True,True,True,True
506.0,13.847162,38.950733,33.46525932220811,0.00022023307334719693,0.0007381330014245214,84.81990838720674,1.199389614747256,True,True,True,False,True,True,True,False,True,True,True,True,True,True
507.0,13.836864,38.947952,33.46558659922812,0.00022022674942438457,0.00073812848804543,84.80647576282254,1.1999614743990696,True,True,True,False,True,True,True,False,True,True,True,True,True,True
508.0,13.826568,38.945168,33.4659097176293,0.00022022032960322243,0.0007381239979608668,84.79227085291683,1.20056656227327,True,True,True,False,True,True,True,False,True,True,True,True,True,True
509.0,13.81627,38.942383,33.466232018246046,0.00022021381397033116,0.0007381195311540738,84.77724601962422,1.2012069686185256,True,True,True,False,True,True,True,False,True,True,True,True,True,True
510.0,13.805973,38.939598,33.46655305032618,0.00022020720253087324,0.0007381150876259495,84.76186698329116,1.2018628901928166,True,True,True,False,True,True,True,False,True,True,True,True,True,True
511.0,13.795676,38.936813,33.4668730389551,0.0002202004952899495,0.0007381106673774363,84.7888547636336,1.2007121314769453,True,True,True,False,True,True,True,False,True,True,True,True,True,True
512.0,13.785379,38.93403,33.4671919839102,0.0002201936922525964,0.0007381062704094844,84.8593875449178,1.1977107503379059,True,True,True,False,True,True,True,False,True,True,True,True,True,True
513.0,13.775083,38.931248,33.46751277592966,0.00022018679342378748,0.0007381018967230756,84.93268364630835,1.194601144669908,True,True,True,False,True,True,True,False,True,True,True,True,True,True
514.0,13.764786,38.928463,33.46782963295345,0.0002201797987270418,0.0007380975463368741,85.00116746174442,1.1917042781109621,True,True,True,False,True,True,True,False,True,True,True,True,True,True
515.0,13.754489,38.92568,33.468145445631535,0.0002201727082885299,0.0007380932192265155,85.06504856952849,1.1890095357574246,True,True,True,False,True,True,True,False,True,True,True,True,True,True
516.0,13.753323,38.9254,33.46820916407478,0.00022016548727007163,0.0007380889237005097,85.12726295149264,1.1863919607792575,True,False,False,False,False,True,False,True,True,True,True,True,True,True
517.0,13.753171,38.925404,33.46824777691404,0.00022015802720024518,0.0007380846856498684,85.18686274250271,1.183890707945061,True,False,False,False,False,True,False,True,True,True,True,True,True,True
518.0,13.753019,38.925404,33.46828349840598,0.00022015033152414043,0.0007380805042602747,85.24493097830091,1.1814596487085582,True,False,False,False,False,True,False,True,True,True,True,True,True,True
519.0,13.752867,38.925404,33.468319444361214,0.0002201424002928723,0.0007380763795269869,85.29938823532451,1.1791850493350913,True,False,False,False,False,True,False,True,True,True,True,True,True,True
520.0,13.752715,38.925407,33.46835805660908,0.0002201342334358568,0.0007380723114707361,85.34887075841728,1.177122654098232,True,False,False,False,False,True,False,True,True,True,True,True,True,True
521.0,13.7525625,38.925407,33.46839400216527,0.00022012583096504414,0.0007380683000924235,85.39306239198515,1.1752843208266535,True,False,False,False,False,True,False,True,True,True,True,True,True,True
522.0,13.752411,38.925407,33.46842972286231,0.00022011719297036056,0.0007380643453799414,85.43729219902853,1.1734477337077842,True,False,False,False,False,True,False,True,True,True,True,True,True,True
523.0,13.752259,38.92541,33.46846833451923,0.00022010831942154867,0.0007380604473443948,85.48477067376646,1.17147994900019,True,False,False,False,False,True,False,True,True,True,True,True,True,True
524.0,13.752107,38.92541,33.46850427947652,0.00022009921032791076,0.0007380566059893008,85.53224161524392,1.1695162923709057,True,False,False,False,False,True,False,True,True,True,True,True,True,True
525.0,13.751955,38.925415,33.4685428907394,0.00022008986569837345,0.0007380528213182971,85.57984839508028,1.1675508348239712,True,False,False,False,False,True,False,True,True,True,True,True,True,True
526.0,13.75228,38.925575,33.46858771186544,0.00022008035425807667,0.0007380490769556196,85.62864497339929,1.1655402097806111,True,False,False,False,False,True,False,True,True,True,True,True,True,True
527.0,13.752724,38.92578,33.46863936777527,0.0002200709092816947,0.000738045317321417,85.6763085471555,1.1635801193249544,True,False,False,False,False,True,False,True,True,True,True,True,True,True
