p,ct,sa,sigma1,alpha_smooth,beta_smooth,turner_ang,density_ratio,mixed_layer_final_mask,mixed_layer_temp_mask,mixed_layer_sal_mask,mixed_layer_sigma_mask,mixed_layer_mask,gradient_layer_final_mask,mixed_layer_step1_mask,grad_layer_step2_mask,grad_layer_step3_mask,grad_layer_step4_mask,mixed_layer_salt_finger_mask,gradient_layer_salt_finger_mask,mixed_layer_diffusive_convective_mask,gradient_layer_diffusive_convective_mask
1.0,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2.0,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3.0,20.88782,38.53593,31.287652881514532,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4.0,20.885466,38.53595,31.288355880570407,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5.0,20.88228,38.535965,31.289299359334564,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6.0,20.879093,38.535984,31.290246151878137,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7.0,20.877405,38.536,31.29075139375368,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8.0,20.875307,38.53602,31.291379427747415,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9.0,20.87283,38.536037,31.292118472734273,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10.0,20.869968,38.535606,31.292635293726107,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11.0,20.86647,38.53502,31.293222225615864,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12.0,20.863962,38.534985,31.293930357453974,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13.0,20.862864,38.534954,31.294229022898662,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
14.0,20.86124,38.534924,31.294681085057846,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15.0,20.858831,38.534893,31.295362943283635,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
16.0,20.857754,38.53486,31.295652595986212,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
17.0,20.856655,38.53483,31.295951208501492,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
18.0,20.854933,38.534798,31.296432195354555,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
19.0,20.85319,38.534767,31.296919294162308,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
20.0,20.852,38.534733,31.297241803995803,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
21.0,20.851362,38.534718,31.297416740714652,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
22.0,20.849508,38.534702,31.297947469688552,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
23.0,20.847885,38.534687,31.298410697920872,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
24.0,20.847239,38.534676,31.298591235989534,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
25.0,20.846048,38.53466,31.29892785829975,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
26.0,20.843197,38.534645,31.29975012515729,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
27.0,20.841131,38.53463,31.30034262482195,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
28.0,20.840485,38.534615,31.300520295661727,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
29.0,20.839294,38.5346,31.300856855992606,,,58.18472684619604,4.268639690003392,True,True,True,False,True,True,True,True,True,True,True,True,True,True
30.0,20.837198,38.534584,31.30145821328597,,,57.81265153866949,4.397022147710426,True,True,True,True,True,True,True,True,True,True,True,True,True,True
31.0,20.835476,38.53459,31.301967276794358,,,57.4894708157549,4.514634580045297,True,True,True,False,True,True,True,True,True,True,True,True,True,True
32.0,20.834728,38.5346,31.302191465519627,,,56.758134033503005,4.804264391311396,True,True,True,False,True,True,True,True,True,True,True,True,True,True
33.0,20.833447,38.534603,31.302568897590845,,,55.58320044600465,5.352131352923061,True,True,True,False,True,True,True,True,True,True,True,True,True,True
34.0,20.831848,38.53461,31.30304168036946,,,54.453130617668634,6.0059413889452555,True,True,True,False,True,True,True,True,True,True,True,True,True,True
35.0,20.831156,38.53462,31.30324968392165,,,53.706585389735906,6.530009539651649,True,True,True,False,True,True,True,True,True,True,True,True,True,True
36.0,20.830978,38.534122,31.302933154571747,,,53.146472505644674,6.985742861638311,True,True,True,False,True,True,True,True,True,True,True,True,True,True
37.0,20.830801,38.533627,31.30261662467865,,,52.59887081220634,7.495778270301662,True,True,True,False,True,True,True,True,True,True,True,True,True,True
38.0,20.830154,38.533634,31.30281124429689,,,52.04546178442474,8.091265619717447,True,True,True,False,True,True,True,True,True,True,True,True,True,True
39.0,20.828619,38.53364,31.303265591022637,,,51.38970903140102,8.92967929516145,True,True,True,True,True,True,True,True,True,True,True,True,True,True
40.0,20.82503,38.533203,31.303988614856053,,,50.757175584271565,9.918547480887261,True,True,True,False,True,True,True,True,True,True,True,True,True,True
41.0,20.8221,38.53215,31.304062505853608,,,50.27088820911239,10.839550248409674,True,True,True,False,True,True,True,True,True,True,True,True,True,True
42.0,20.821486,38.531197,31.30353352458519,,,49.8870137153502,11.695642842035989,True,True,True,False,True,True,True,True,True,True,True,True,True,True
43.0,20.820337,38.53021,31.30313505813615,,,49.65067671731454,12.292811661961702,True,True,True,False,True,True,True,True,True,True,True,True,True,True
44.0,20.81371,38.527145,31.302795755115994,,,49.58662808881743,12.465222134302662,True,True,True,False,True,True,True,True,True,True,True,True,True,True
45.0,20.794807,38.52012,31.303095399376616,,,49.57766586441797,12.489731208666269,True,True,True,True,True,True,True,True,True,True,True,True,True,True
46.0,20.69714,38.498528,31.315526989915952,,,49.537721830810426,12.600141306448569,True,True,True,True,True,True,True,True,True,True,True,True,True,True
47.0,19.997541,38.44227,31.47543456791982,,,49.48925017161462,12.73675597840621,True,True,True,True,True,True,True,True,True,True,True,True,True,True
48.0,18.72772,38.308647,31.731989366754988,,,49.429938898013724,12.907980315997357,True,True,True,True,True,True,True,True,True,True,True,True,True,True
49.0,17.815325,38.200645,31.899034655353717,,,49.338404095450386,13.181399398121599,True,True,True,True,True,True,True,True,True,True,True,True,True,True
50.0,17.447327,38.18608,31.986137113193763,,,49.16605208751361,13.728769983595123,True,True,True,True,True,True,True,True,True,True,True,True,True,True
51.0,17.275194,38.188084,32.0331068920641,,,48.89339124038158,14.693505037201922,True,True,True,True,True,True,True,True,True,True,True,True,True,True
52.0,17.165264,38.1931,32.06578213729608,,,48.65557604022131,15.652256613060855,True,True,True,True,True,True,True,True,True,True,True,True,True,True
53.0,17.058273,38.200123,32.099097955373054,,,48.57209679928495,16.019030149105305,True,True,True,True,True,True,True,True,True,True,True,True,True,True
54.0,16.978662,38.208153,32.12593445274865,,,48.568880191111006,16.033505458508817,True,True,True,True,True,True,True,True,True,True,True,True,True,True
55.0,16.950468,38.212666,32.13667984158724,,,48.55548641610447,16.094061053268952,True,True,True,True,True,True,True,True,True,True,True,True,True,True
56.0,16.915657,38.222202,32.152915552428794,,,48.5389770181409,16.169332809298396,True,True,True,True,True,True,True,True,True,True,True,True,True,True
57.0,16.803955,38.24195,32.19680460325981,,,48.4886446848175,16.403205615102316,True,True,True,True,True,True,True,True,True,True,True,True,True,True
58.0,16.627552,38.266666,32.26106306497172,,,48.32605192297625,17.2070089861684,True,True,True,True,True,True,True,True,True,True,True,True,True,True
59.0,16.437744,38.282963,32.32219804770648,,,48.0155804365051,18.982370325029702,True,True,True,True,True,True,True,True,True,True,True,True,True,True
60.0,16.26704,38.289986,32.37119570516347,,,47.515003264669595,22.766958924777878,True,True,True,True,True,True,True,True,True,True,True,True,True,True
61.0,16.13261,38.30053,32.41338806466456,,,46.860436965417676,30.78612313521414,True,True,True,True,True,True,True,True,True,True,True,True,True,True
62.0,16.024149,38.31212,32.44964515934112,,,46.28681558336864,44.517758664647644,True,True,True,True,True,True,True,True,True,True,True,True,True,True
63.0,15.915617,38.326077,32.48761159852188,,,45.94645890779087,60.53149004560099,True,True,True,True,True,True,True,True,True,True,True,True,True,True
64.0,15.803725,38.345215,32.53023418471571,,,45.755053590864186,75.87867063486603,True,True,True,True,True,True,True,True,True,True,True,True,True,True
65.0,15.738415,38.36078,32.55837840947788,,,45.62827306244008,91.19200947963816,True,True,True,True,True,True,True,True,True,True,True,True,True,True
66.0,15.681154,38.37333,32.58220281249078,,,45.49149302149863,116.57210098531554,True,True,True,True,True,True,True,True,True,True,True,True,True,True
67.0,15.597438,38.382195,32.609843531866545,,,45.27538573332344,208.0548531596209,True,True,True,True,True,True,True,True,True,True,True,True,True,True
68.0,15.531769,38.385414,32.62867158032782,,,45.0275824446966,2077.255142436973,True,True,True,True,True,True,True,True,True,True,True,True,True,True
69.0,15.503605,38.384857,32.635274854910904,,,44.756918746758366,-235.70487228310012,True,True,True,True,True,True,True,True,True,True,True,True,True,True
70.0,15.46858,38.385353,32.644373426651555,,,44.443500281504384,-102.95419006137003,True,True,True,True,True,True,True,True,True,True,True,True,True,True
71.0,15.404179,38.385845,32.66076024670133,,,43.88398303194755,-51.3330307514429,True,True,True,True,True,True,True,True,True,True,True,True,True,True
72.0,15.363167,38.38684,32.671692080788034,,,42.36704760112198,-21.745718823860965,True,True,True,True,True,True,True,True,True,True,True,True,True,True
73.0,15.343526,38.389343,32.67845030180047,,,37.84084798241203,-7.9614580080538575,True,True,True,True,True,True,True,True,True,True,True,True,True,True
74.0,15.278081,38.39185,32.696547718642705,,,29.454728155055616,-3.594851048116042,True,True,True,True,True,True,True,True,True,True,True,True,True,True
75.0,15.159786,38.397366,32.72991399456873,,,22.509860855847236,-2.41538925324464,True,True,True,True,True,True,True,True,True,True,True,True,True,True
76.0,15.042416,38.4059,32.765216291737715,,,19.634833580718112,-2.109303742495038,True,True,True,True,True,True,True,True,True,True,True,True,True,True
77.0,14.936617,38.409935,32.79418116663442,,,18.233251692614562,-1.9825215904784217,True,True,True,True,True,True,True,True,True,True,True,True,True,True
78.0,14.860819,38.408947,32.81194531844926,,,17.556037907643674,-1.9255779674044564,True,True,True,True,True,True,True,True,True,True,True,True,True,True
79.0,14.827807,38.408962,32.82000317511802,,,17.415983841160838,-1.914123965938486,True,True,True,True,True,True,True,True,True,True,True,True,True,True
80.0,14.789585,38.40954,32.829743246265934,,,17.55725299203036,-1.9256778119184406,True,True,True,True,True,True,True,True,True,True,True,True,True,True
81.0,14.735496,38.409397,32.84278312380047,,,17.737325269531798,-1.9405652575540207,True,True,True,True,True,True,True,True,True,True,True,True,True,True
82.0,14.692043,38.4123,32.85551999550944,,,17.875935794674415,-1.9521491176844268,True,True,True,True,True,True,True,True,True,True,True,True,True,True
83.0,14.657652,38.42058,32.870112529124754,,,17.852249453305326,-1.9501618786371078,True,True,True,True,True,True,True,True,True,True,True,True,True,True
84.0,14.647189,38.434666,32.88329052400741,,,17.286156462168574,-1.9036016504736848,True,True,True,True,True,True,True,True,True,True,True,True,True,True
85.0,14.641502,38.456787,32.901386964383846,,,15.757740915534317,-1.7861945021744414,True,True,True,True,True,True,True,True,True,True,True,True,True,True
86.0,14.629792,38.48092,32.92246156940473,,,13.653917778199519,-1.6417350565175626,True,True,True,True,True,True,True,True,True,True,True,True,True,True
87.0,14.623773,38.49651,32.93570300706779,,,11.623984244252862,-1.5179618814774196,True,True,True,True,True,True,True,True,True,True,True,True,True,True
88.0,14.614956,38.504562,32.94392388606252,,,9.983041048184038,-1.4272486950516403,True,True,True,True,True,True,True,True,True,True,True,True,True,True
89.0,14.608193,38.510105,32.94975003482568,,,8.90690612689824,-1.3716895603774228,True,True,True,True,True,True,True,True,True,True,True,True,True,True
90.0,14.5995035,38.513138,32.954144813092626,,,8.467616723556258,-1.3498262228579576,True,True,True,True,True,True,True,True,True,True,True,True,True,True
91.0,14.584293,38.518223,32.961667130799924,,,8.228258180824835,-1.3381029615004036,True,True,True,True,True,True,True,True,True,True,True,True,True,True
92.0,14.570007,38.52613,32.97109855922531,,,6.961935158086582,-1.2781903813219195,True,True,True,True,True,True,True,True,True,True,True,True,True,True
93.0,14.5639,38.53338,32.978053823685514,,,4.4060000383978855,-1.1669673191224792,True,True,True,True,True,True,True,True,True,True,True,True,True,True
94.0,14.558059,38.540607,32.98493027273503,,,1.651364738065819,-1.0593711241098853,True,True,True,True,True,True,True,True,True,True,True,True,True,True
95.0,14.542878,38.544533,32.99156474930555,,,-0.5321666673485103,-0.9815943029213985,True,True,True,True,True,True,True,True,True,True,True,True,True,True
96.0,14.528736,38.549175,32.998489092661885,,,-2.652613806288207,-0.9114429428699905,True,True,True,True,True,True,True,True,True,True,True,True,True,True
97.0,14.520699,38.556957,33.00631285279246,,,-4.627606290175251,-0.8502362389682172,True,True,True,True,True,True,True,True,True,True,True,True,True,True
98.0,14.517283,38.568027,33.015507282090084,,,-5.631213151532761,-0.8204973312353336,True,True,True,True,True,True,True,True,True,True,True,True,True,True
99.0,14.524281,38.5806,33.02332511381542,,,-6.955430894460302,-0.7825390883139597,True,True,True,True,True,True,True,True,True,True,True,True,True,True
100.0,14.524833,38.592175,33.03194272207679,,,-10.169073719694413,-0.69581890521033,True,True,True,True,True,True,True,True,True,True,True,True,True,True
101.0,14.5119505,38.60375,33.04380354993236,,,-14.41282924547967,-0.5910961649633557,True,True,True,True,True,True,True,True,True,True,True,True,True,True
102.0,14.494195,38.61129,33.05379035439864,,,-19.043390920484345,-0.48679546781310684,True,True,True,True,True,True,True,True,True,True,True,True,True,True
103.0,14.468666,38.6113,33.05995432729446,0.00023307160105274095,0.0007375246406236353,-23.94382539716156,-0.3849893588782166,True,True,True,True,True,True,True,True,True,True,True,True,True,True
104.0,14.43922,38.6088,33.0651545358578,0.00023281578290996018,0.0007375785540224049,-27.70181950016109,-0.31143047933413287,True,True,True,True,True,True,True,True,True,True,True,True,True,True
105.0,14.418681,38.608303,33.06972241065364,0.00023256035680372552,0.0007376323975290079,-30.113565747491954,-0.265825913010062,True,True,True,True,True,True,True,True,True,True,True,True,True,True
106.0,14.407533,38.61032,33.07393018424318,0.00023230521717755223,0.0007376861952272673,-31.63222048647338,-0.23763941359666896,True,True,True,True,True,True,True,True,True,True,True,True,True,True
107.0,14.395887,38.612343,33.07825932341325,0.00023205006296518805,0.0007377400165105998,-32.02335858087372,-0.23043881775559108,True,True,True,True,True,True,True,True,True,True,True,True,True,True
108.0,14.380772,38.613857,33.08303748837625,0.00023179484033056136,0.0007377938739871735,-31.480951076374993,-0.24043041623537506,True,True,True,True,True,True,True,True,True,True,True,True,True,True
109.0,14.370619,38.615875,33.08700284244878,0.00023153973996152823,0.000737847723513367,-30.59096039182181,-0.2569245389710853,True,True,True,True,True,True,True,True,True,True,True,True,True,True
110.0,14.367817,38.622417,33.09262464635481,0.00023128498401532197,0.0007379015135355532,-29.58532313828797,-0.2757215048051032,True,True,True,True,True,True,True,True,True,True,True,True,True,True
111.0,14.380102,38.63359,33.098125266536954,0.0002310306750911169,0.0007379552199160558,-28.31930582527748,-0.299647136284891,True,True,True,True,True,True,True,True,True,True,True,True,True,True
112.0,14.398819,38.643936,33.10145136292658,0.00023077669171092774,0.0007380088709596797,-27.14174896535389,-0.32218671573007235,True,True,True,True,True,True,True,True,True,True,True,True,True,True
113.0,14.400666,38.650852,33.10623831777366,0.00023052264966226505,0.0007380625561601012,-26.84124382120405,-0.3279858055476635,True,True,True,True,True,True,True,True,True,True,True,True,True,True
114.0,14.394509,38.655884,33.11152486346896,0.00023026841434360334,0.0007381163067572061,-27.07375315486592,-0.3234971579794651,True,True,True,True,True,True,True,True,True,True,True,True,True,True
115.0,14.389043,38.658634,33.11491969652138,0.00023001331947603297,0.0007381702785135197,-27.367277850632874,-0.31784737820413667,True,False,True,True,True,True,True,True,True,True,True,True,True,True
116.0,14.391124,38.662216,33.11712882279835,0.00022975715800464163,0.0007382245191602808,-28.304846357141894,-0.2999221818974004,True,True,True,True,True,True,True,True,True,True,True,True,True,True
117.0,14.401858,38.67121,33.12135088168634,0.00022950068455366388,0.0007382788524247919,-29.928878940633403,-0.26928005350839984,True,True,True,True,True,True,True,True,True,True,True,True,True,True
118.0,14.416802,38.68428,33.12763977753002,0.00022924411003779054,0.0007383332296455252,-31.161287989979364,-0.24634009223919895,True,True,True,True,True,True,True,True,True,True,True,True,True,True
119.0,14.4337225,38.697853,33.133830749772414,0.00022898748708348026,0.000738387639020958,-31.4816027134086,-0.2404183856076998,True,True,True,True,True,True,True,True,True,True,True,True,True,True
120.0,14.442335,38.7054,33.137462298271885,0.00022873113209964966,0.0007384420066367388,-31.98024419298652,-0.23123140202055317,True,True,True,True,True,True,True,True,True,True,True,True,True,True
121.0,14.447032,38.71043,33.14013565434993,0.00022847531535479028,0.0007384962693635753,-32.98801028528668,-0.2127752858278971,True,True,True,True,True,True,True,True,True,True,True,True,True,True
122.0,14.449843,38.71351,33.14178614388493,0.00022821956859743364,0.0007385505368457146,-33.88221278717758,-0.19651461448103913,True,False,True,True,True,True,True,True,True,True,True,True,True,True
123.0,14.449022,38.714516,33.14274573098646,0.0002279638015991078,0.0007386048296908946,-34.94381790612753,-0.17733820526108013,True,False,True,True,True,True,True,True,True,True,True,True,True,True
124.0,14.4513855,38.71699,33.14404837274333,0.00022770829847396638,0.0007386590815029147,-35.705717997395034,-0.16365380769028778,True,True,True,True,True,True,True,True,True,True,True,True,True,True
125.0,14.457586,38.72152,33.14597766056045,0.00022745294785842494,0.0007387133182799368,-35.74475414835513,-0.16295432899675408,True,True,True,True,True,True,True,True,True,True,True,True,True,True
126.0,14.455892,38.725716,33.149559781571725,0.00022719760860450116,0.0007387675726425336,-36.35266246084753,-0.15208097962386724,True,False,True,True,True,True,True,True,True,True,True,True,True,True
127.0,14.459121,38.735497,33.15617798928042,0.0002269423267337544,0.0007388218334829426,-38.38454622580326,-0.11597728629384807,True,True,True,True,True,True,True,True,True,True,True,True,True,True
128.0,14.470465,38.748802,33.163503593073756,0.0002266870680766607,0.000738876108834516,-40.96126590693871,-0.07060618728016704,True,True,True,True,True,True,True,True,True,True,True,True,True,True
129.0,14.487817,38.76123,33.16871312100011,0.00022643170141280512,0.0007389304294505505,-42.94763604004367,-0.03583583695473179,True,True,True,True,True,True,True,True,True,True,True,True,True,True
130.0,14.49,38.76726,33.172746597828564,0.00022617620698653815,0.0007389847999953123,-43.99879716721465,-0.01747606472462311,True,True,True,True,True,True,True,True,True,True,True,True,True,True
131.0,14.461584,38.763752,33.17695241766205,0.00022592065028654312,0.0007390392052058252,-44.673394112776585,-0.005700409831558518,True,True,True,True,True,True,True,True,True,True,True,True,True,True
132.0,14.421357,38.755215,33.18019445726236,0.0002256648761355966,0.0007390936815267483,-45.74064747484124,0.012927457102228918,True,True,True,True,True,True,True,True,True,True,True,True,True,True
133.0,14.379017,38.751705,33.18773278964454,0.00022540875332853342,0.0007391482599587006,-47.15401029231362,0.03761229319361475,True,True,False,True,True,True,True,True,True,True,True,True,True,True
134.0,14.357365,38.75623,33.19636190307551,0.0002251525166993527,0.0007392028852727145,-47.817354872123005,0.049211788126402825,True,True,True,True,True,True,True,True,True,True,True,True,True,True
135.0,14.347587,38.759705,33.20134099182246,0.00022489626281619614,0.0007392575346159603,-47.49024916217461,0.043490435530490645,True,True,True,True,True,True,True,True,True,True,True,True,True,True
136.0,14.332149,38.760258,33.20546828002762,0.000224639922769157,0.0007393122240271108,-46.552257218161486,0.027098629537619254,True,True,True,True,True,True,True,True,True,True,True,True,True,True
137.0,14.326433,38.76177,33.20798371112164,0.00022438347447163273,0.0007393669587239148,-46.196464035463705,0.020885272687198204,True,True,True,True,True,True,True,True,True,True,True,True,True,True
138.0,14.326678,38.765793,33.210969681334745,0.0002241269177241728,0.0007394217387425338,-48.10379442529226,0.05422448378482527,True,False,True,True,True,True,True,True,True,True,True,True,True,True
139.0,14.325445,38.769314,33.21392966292956,0.00022387001929870788,0.0007394766186447109,-50.34377009758641,0.09353775649180919,True,False,True,True,True,True,True,True,True,True,True,True,True,True
140.0,14.324301,38.77144,33.21581203707774,0.00022361227253912762,0.0007395317173800879,-51.212956417170574,0.10886357082136541,True,True,True,True,True,True,True,True,True,True,True,True,True,True
141.0,14.332571,38.777817,33.218651262327285,0.0002233536789775061,0.0007395870346726064,-50.99356026047635,0.10499060033735227,True,True,True,True,True,True,True,True,True,True,True,True,True,True
142.0,14.347134,38.78604,33.22137423141339,0.00022309469507847702,0.0007396424638376923,-49.6069525456219,0.08058022114632524,True,True,True,True,True,True,True,True,True,True,True,True,True,True
143.0,14.353963,38.791325,33.223729484372825,0.00022283562820674826,0.0007396979328913992,-47.1892580180514,0.038228366692632944,True,False,True,True,True,True,True,True,True,True,True,True,True,True
144.0,14.350927,38.793953,33.22644766373605,0.00022257661558231883,0.0007397534095159636,-44.742837484148986,-0.004488362753902769,True,False,True,True,True,True,True,True,True,True,True,True,True,True
145.0,14.353187,38.79697,33.22818722667489,0.00022231780555074086,0.0007398088591924556,-43.20351511299376,-0.03136485527617669,True,True,True,True,True,True,True,True,True,True,True,True,True,True
146.0,14.355459,38.799488,33.22954545811649,0.00022205973008968135,0.0007398641571956203,-42.36429088999859,-0.046034278731705056,True,True,True,True,True,True,True,True,True,True,True,True,True,True
147.0,14.362665,38.803513,33.23085700622778,0.00022180602229272662,0.0007399184476021487,-41.80799322864145,-0.05576873667033589,True,True,True,True,True,True,True,True,True,True,True,True,True,True
148.0,14.380725,38.81105,33.23221372762123,0.0002215833339585351,0.0007399654169110529,-41.58216371504345,-0.05972335354285085,True,True,True,True,True,True,True,True,True,True,True,True,True,True
149.0,14.394856,38.81658,33.232995399863285,0.0002214175463834524,0.0007399989491361807,-41.3769094436249,-0.06331927897093624,True,True,True,False,True,True,True,True,True,True,True,True,True,True
150.0,14.399154,38.81759,33.232722160522826,0.00022129282417988262,0.0007400227864693832,-40.73744703558851,-0.07453314079658903,True,True,True,False,True,True,True,True,True,True,True,True,True,True
151.0,14.40925,38.820942,33.23282600240282,0.00022118422889841466,0.0007400428055631781,-40.0104529444092,-0.08730483173031277,True,True,True,True,True,True,True,True,True,True,True,True,True,True
152.0,14.42573,38.82911,33.23503118473741,0.00022108295094989215,0.0007400610903036803,-39.06354323733447,-0.10398307534476829,True,True,True,True,True,True,True,True,True,True,True,True,True,True
153.0,14.431803,38.83322,33.23667693709626,0.00022098622746768296,0.0007400782951122106,-37.289353016786905,-0.13539453128423068,True,False,True,True,True,True,True,True,True,True,True,True,True,True
154.0,14.422003,38.83178,33.23794951268519,0.00022089391037819124,0.0007400944538134557,-34.63970567738222,-0.1828180973390827,True,True,True,True,True,True,True,True,True,True,True,True,True,True
155.0,14.409502,38.830666,33.24012025415482,0.0002208047867810856,0.0007401098538161795,-30.91275490867618,-0.2509459911603816,True,True,True,True,True,True,True,True,True,True,True,True,True,True
156.0,14.408083,38.834324,33.2432293572997,0.00022071662149807008,0.0007401250277673308,-27.194912395308545,-0.3211628270402373,True,True,True,True,True,True,True,True,True,True,True,True,True,True
157.0,14.4152155,38.841835,33.24719158223343,0.00022062954968773434,0.0007401399408316887,-28.743886880453662,-0.2915891816315562,True,True,True,True,True,True,True,True,True,True,True,True,True,True
158.0,14.420917,38.85077,33.25257454933103,0.00022054684830248431,0.0007401538089738795,-36.88325047854481,-0.14261934373406734,True,True,True,True,True,True,True,True,True,True,True,True,True,True
159.0,14.4100485,38.856,33.25915063437333,0.00022047131437741006,0.0007401659643526766,-44.28522613414616,-0.012475804574362362,True,True,True,True,True,True,True,True,True,True,True,True,True,True
160.0,14.398246,38.85626,33.26219133640143,0.00022040362847347344,0.0007401762484479092,-48.888506732000415,0.0679716357981137,True,True,False,True,True,True,True,True,True,True,True,True,True,True
161.0,14.39155,38.855804,33.26346112627107,0.00022034304910083802,0.0007401848413497023,-53.697805768456966,0.1529823099096143,True,True,True,True,True,True,True,True,True,True,True,True,True,True
162.0,14.41894,38.867863,33.265980514460125,0.00022028794443927264,0.000740192129067836,-57.02956464219588,0.21309593427074242,True,True,True,True,True,True,True,True,True,True,True,True,True,True
163.0,14.465045,38.886955,33.26929211471111,0.00022023716157774437,0.0007401983850060842,-56.74523958247558,0.20791362107168795,True,True,True,True,True,True,True,True,True,True,True,True,True,True
164.0,14.480647,38.894905,33.27153374179329,0.00022019067954066562,0.0007402036127607083,-55.55414214378113,0.18631663496957596,True,True,True,True,True,True,True,True,True,True,True,True,True,True
165.0,14.479007,38.897343,33.27377369096189,0.00022014859271183047,0.00074020778718104,-57.06120767775005,0.21367335618759278,True,True,True,True,True,True,True,True,True,True,True,True,True,True
166.0,14.470708,38.900528,33.278188439057885,0.00022010888824491436,0.0007402113886238345,-58.98516452000365,0.24905299650309323,True,True,True,True,True,True,True,True,True,True,True,True,True,True
167.0,14.449603,38.899754,33.282701283014376,0.00022007133616038708,0.0007402144732744669,-58.426424696904085,0.23872103110832726,True,True,True,True,True,True,True,True,True,True,True,True,True,True
168.0,14.426087,38.896572,33.28597136807389,0.00022003714014836784,0.0007402167562743625,-56.54503523117463,0.20427097888728127,True,True,True,True,True,True,True,True,True,True,True,True,True,True
169.0,14.418187,38.89713,33.288298552361994,0.0002200055650736203,0.0007402184150523232,-55.798666518674494,0.19073608177094897,True,True,True,True,True,True,True,True,True,True,True,True,True,True
170.0,14.416285,38.898026,33.28943553804288,0.00021997499917115817,0.0007402198348703664,-55.522577788841815,0.18574666754685676,True,False,False,True,True,True,True,True,True,True,True,True,True,True
171.0,14.413872,38.89803,33.290020369011245,0.0002199457335898537,0.000740220945879217,-54.969308200349474,0.17577470514552992,True,False,False,True,True,True,True,True,True,True,True,True,True,True
172.0,14.412724,38.89848,33.290637773935714,0.00021991906208126765,0.0007402214400417104,-54.61348044826094,0.1693793583013256,True,False,False,True,True,True,True,True,True,True,True,True,True,True
173.0,14.411508,38.899036,33.29135229168264,0.0002198939495309777,0.0007402215634208472,-53.84754691958316,0.15565802662371728,True,False,False,False,False,True,False,True,True,True,True,True,True,True
174.0,14.410405,38.89904,33.2916210417236,0.00021986943905209108,0.0007402215430507505,-52.671305111198706,0.13469536361454998,True,False,False,False,False,True,False,True,True,True,True,True,True,True
175.0,14.407942,38.899044,33.29221794535033,0.00021984754769046515,0.0007402208986503679,-51.89619273621472,0.12094587492075182,True,True,False,True,True,True,True,False,True,True,True,True,True,True
176.0,14.402113,38.898544,33.2932453261692,0.0002198305712988595,0.0007402190820265933,-51.1829926320761,0.10833443636823839,True,True,True,True,True,True,True,False,True,True,True,True,True,True
177.0,14.395192,38.89748,33.29410852911292,0.0002198185034077051,0.0007402160934250065,-49.75297041560363,0.08314579396059642,True,True,True,True,True,True,True,False,True,True,True,True,True,True
178.0,14.3924,38.89703,33.29444101060244,0.0002198108978724928,0.0007402120410935202,-48.52356074535179,0.06157538142685891,True,False,True,False,True,True,True,False,True,True,True,True,True,True
179.0,14.390914,38.89611,33.29410364527075,0.00021980648605114878,0.0007402072293526458,-49.16649598402815,0.07284752593389877,True,True,True,True,True,True,True,False,True,True,True,True,True,True
180.0,14.366157,38.8926,33.29741213130819,0.00021980337306518706,0.0007402021088963774,-50.89781987574212,0.10330149084729938,True,True,True,True,True,True,True,False,True,True,True,True,True,True
181.0,14.316452,38.886166,33.304499449773175,0.00021980178242242838,0.000740196626187712,-51.81238818742138,0.11946207531849004,True,True,True,True,True,True,True,False,True,True,True,True,True,True
182.0,14.313432,38.889534,33.30777383838472,0.00021980242008785592,0.0007401906133700615,-51.62663220718027,0.11617501547499841,True,True,True,True,True,True,True,False,True,True,True,True,True,True
183.0,14.349232,38.903038,33.30938179873897,0.00021980478545534393,0.0007401841881791244,-51.32619425126519,0.11086379937219075,True,True,True,True,True,True,True,False,True,True,True,True,True,True
